Protein,go_term_type,go_term
Q9NY43,Component,nucleus
Q8N1L9,Component,nucleus
Q9UMQ3,Component,cytosol
Q9UMQ3,Component,nucleoplasm
Q9UMQ3,Component,nucleus
Q9UMQ3,Component,transcription factor complex
Q96KJ9,Component,mitochondrial respiratory chain complex IV
Q9UIF8,Component,nucleus
Q6ZUJ8,Component,cytosol
Q6ZUJ8,Component,membrane
Q6ZUJ8,Component,plasma membrane
P56945,Component,actin cytoskeleton
P56945,Component,cytoplasm
P56945,Component,cytosol
P56945,Component,focal adhesion
P56945,Component,lamellipodium
P56945,Component,ruffle
Q8IXM2,Component,cytosol
Q8IXM2,Component,MLL1 complex
Q8IXM2,Component,nucleoplasm
Q8IXM2,Component,NURF complex
Q9BXY8,Component,cytoplasm
Q9BXY8,Component,nucleus
Q9NZS9,Component,endoplasmic reticulum
Q9NZS9,Component,integral component of endoplasmic reticulum membrane
Q9NZS9,Component,integral component of plasma membrane
Q9NZS9,Component,membrane
Q9H2M3,Component,cytosol
Q9H2M3,Component,extracellular exosome
P24387,Component,axon terminus
P24387,Component,dendrite
P24387,Component,dense core granule
P24387,Component,extracellular region
P24387,Component,extracellular space
P24387,Component,intracellular
P24387,Component,microtubule
P24387,Component,multivesicular body
P24387,Component,nucleus
P24387,Component,perikaryon
P24387,Component,secondary lysosome
P24387,Component,secretory granule
P24387,Component,varicosity
Q8TD16,Component,annulate lamellae
Q8TD16,Component,centrosome
Q8TD16,Component,cytoplasm
Q8TD16,Component,cytoplasmic vesicle
Q8TD16,Component,cytosol
Q8TD16,Component,Golgi apparatus
Q8TD16,Component,nuclear envelope
Q8TD16,Component,nuclear pore
Q8TD16,Component,plasma membrane
Q5TH69,Component,integral component of membrane
Q5TH69,Component,transport vesicle membrane
P51693,Component,basement membrane
P51693,Component,integral component of membrane
P51693,Component,perinuclear region of cytoplasm
P51693,Component,plasma membrane
O00213,Component,cytoplasm
O00213,Component,dendritic spine
O00213,Component,growth cone
O00213,Component,growth cone filopodium
O00213,Component,growth cone lamellipodium
O00213,Component,lamellipodium
O00213,Component,main axon
O00213,Component,neuronal cell body
O00213,Component,nuclear speck
O00213,Component,nucleoplasm
O00213,Component,nucleus
O00213,Component,perinuclear region of cytoplasm
O00213,Component,plasma membrane
O00213,Component,postsynaptic membrane
O00213,Component,presynaptic membrane
O00213,Component,protein-containing complex
O00213,Component,synapse
O95445,Component,discoidal high-density lipoprotein particle
O95445,Component,extracellular region
O95445,Component,high-density lipoprotein particle
O95445,Component,low-density lipoprotein particle
O95445,Component,spherical high-density lipoprotein particle
O95445,Component,very-low-density lipoprotein particle
P55056,Component,extracellular region
P55056,Component,high-density lipoprotein particle
P55056,Component,very-low-density lipoprotein particle
Q9UBZ4,Component,fibrillar center
Q9UBZ4,Component,intracellular membrane-bounded organelle
Q9UBZ4,Component,mitochondrion
Q9UBZ4,Component,nucleus
O94778,Component,apical part of cell
O94778,Component,integral component of plasma membrane
O94778,Component,plasma membrane
P10398,Component,cytosol
P10398,Component,mitochondrion
Q8N6H7,Component,cytosol
Q8N6H7,Component,endoplasmic reticulum-Golgi intermediate compartment
Q8N6H7,Component,Golgi apparatus
Q8N6H7,Component,Golgi membrane
Q8N6H7,Component,plasma membrane
Q8N6H7,Component,trans-Golgi network
P29972,Component,apical part of cell
P29972,Component,apical plasma membrane
P29972,Component,basal plasma membrane
P29972,Component,basolateral plasma membrane
P29972,Component,brush border
P29972,Component,brush border membrane
P29972,Component,cytoplasm
P29972,Component,extracellular exosome
P29972,Component,integral component of membrane
P29972,Component,integral component of plasma membrane
P29972,Component,nuclear membrane
P29972,Component,nucleus
P29972,Component,plasma membrane
P29972,Component,sarcolemma
P29972,Component,symbiont-containing vacuole
O15143,Component,actin cytoskeleton
O15143,Component,Arp2/3 protein complex
O15143,Component,cytosol
O15143,Component,extracellular exosome
O15143,Component,focal adhesion
O15143,Component,nucleus
O15143,Component,tubulobulbar complex
Q86VW2,Component,cytosol
Q86VW2,Component,myofibril
Q86VW2,Component,plasma membrane
Q86VW2,Component,sarcomere
O43307,Component,cell junction
O43307,Component,cytosol
O43307,Component,GABA-ergic synapse
O43307,Component,postsynaptic density
O43307,Component,postsynaptic membrane
P40616,Component,cytoplasm
P40616,Component,cytosol
P40616,Component,Golgi apparatus
P40616,Component,trans-Golgi network
P40616,Component,trans-Golgi network membrane
Q8N2F6,Component,endoplasmic reticulum
Q8N2F6,Component,endoplasmic reticulum membrane
Q8N2F6,Component,integral component of membrane
Q8N2F6,Component,mitochondrion
Q8IUR7,Component,cytoplasm
Q8IUR7,Component,extracellular region
Q8IUR7,Component,GID complex
Q8IUR7,Component,nucleus
Q8IUR7,Component,specific granule lumen
Q8IUR7,Component,tertiary granule lumen
Q8IUR7,Component,ubiquitin ligase complex
Q9UH62,Component,integral component of mitochondrial outer membrane
Q9UH62,Component,nucleus
A0PK11,Component,integral component of membrane
Q9HAW4,Component,Golgi apparatus
Q9HAW4,Component,nucleoplasm
Q9NS75,Component,integral component of plasma membrane
Q9NS75,Component,plasma membrane
Q96AJ1,Component,centrosome
Q96AJ1,Component,ciliary tip
Q96AJ1,Component,cilium
Q96AJ1,Component,intracellular membrane-bounded organelle
Q96AJ1,Component,intraciliary transport particle B
Q96AJ1,Component,nucleoplasm
Q15846,Component,extracellular space
Q15846,Component,nucleus
Q96BR5,Component,mitochondrial intermembrane space
Q96BR5,Component,mitochondrion
Q96BR5,Component,nucleus
P12107,Component,collagen type XI trimer
P12107,Component,collagen-containing extracellular matrix
P12107,Component,endoplasmic reticulum lumen
P12107,Component,extracellular matrix
P12107,Component,extracellular region
P12107,Component,extracellular space
P36542,Component,membrane
P36542,Component,mitochondrial inner membrane
P36542,Component,mitochondrial matrix
P36542,Component,mitochondrial proton-transporting ATP synthase complex
P36542,Component,"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"
P36542,Component,mitochondrion
P36542,Component,myelin sheath
P56134,Component,integral component of membrane
P56134,Component,mitochondrial inner membrane
P56134,Component,mitochondrial proton-transporting ATP synthase complex
P56134,Component,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
P56134,Component,mitochondrion
P56134,Component,nucleus
O43405,Component,collagen-containing extracellular matrix
O43405,Component,extracellular matrix
O43405,Component,extracellular space
Q9HAK2,Component,nucleus
Q9H4W6,Component,nucleus
Q14746,Component,cytosol
Q14746,Component,Golgi membrane
Q14746,Component,Golgi stack
Q14746,Component,Golgi transport complex
Q14746,Component,trans-Golgi network membrane
Q5VV63,Component,integral component of membrane
Q9H9E3,Component,Golgi membrane
Q9H9E3,Component,Golgi transport complex
Q9H9E3,Component,trans-Golgi network membrane
Q9Y2V7,Component,Golgi membrane
Q9Y2V7,Component,Golgi transport complex
Q9Y2V7,Component,trans-Golgi network membrane
Q9H324,Component,collagen-containing extracellular matrix
Q9H324,Component,microfibril
Q13535,Component,chromosome
Q13535,Component,Golgi apparatus
Q13535,Component,nucleoplasm
Q13535,Component,nucleus
Q13535,Component,PML body
Q76LX8,Component,cell surface
Q76LX8,Component,endoplasmic reticulum lumen
Q76LX8,Component,extracellular matrix
Q76LX8,Component,extracellular space
Q8WXS8,Component,extracellular region
Q07092,Component,collagen type XVI trimer
Q07092,Component,collagen-containing extracellular matrix
Q07092,Component,endoplasmic reticulum lumen
Q07092,Component,extracellular matrix
Q07092,Component,extracellular region
Q07092,Component,extracellular space
Q8TE57,Component,extracellular region
Q8TE60,Component,extracellular region
Q9UMD9,Component,basement membrane
Q9UMD9,Component,cell-cell junction
Q9UMD9,Component,collagen trimer
Q9UMD9,Component,collagen-containing extracellular matrix
Q9UMD9,Component,endoplasmic reticulum lumen
Q9UMD9,Component,extracellular matrix
Q9UMD9,Component,extracellular region
Q9UMD9,Component,extracellular space
Q9UMD9,Component,hemidesmosome
Q9UMD9,Component,integral component of plasma membrane
Q9UMD9,Component,plasma membrane
P59510,Component,extracellular space
Q9UBB4,Component,cytoplasm
Q9UBB4,Component,cytosol
Q9UBB4,Component,dendrite
Q9UBB4,Component,extracellular space
Q9UBB4,Component,membrane
Q9UBB4,Component,neuronal cell body
Q9UBB4,Component,perinuclear region of cytoplasm
Q9UBB4,Component,plasma membrane
O75173,Component,collagen-containing extracellular matrix
O75173,Component,extracellular region
O75173,Component,extracellular space
O75173,Component,nuclear speck
Q14993,Component,collagen trimer
Q14993,Component,endoplasmic reticulum lumen
Q14993,Component,extracellular matrix
Q14993,Component,extracellular region
Q14993,Component,extracellular space
P54253,Component,cytoplasm
P54253,Component,cytosol
P54253,Component,nuclear inclusion body
P54253,Component,nuclear matrix
P54253,Component,nucleolus
P54253,Component,nucleoplasm
P54253,Component,nucleus
Q9UKP4,Component,cell surface
Q9UKP4,Component,endoplasmic reticulum lumen
Q9UKP4,Component,extracellular region
Q9Y6Z7,Component,collagen trimer
Q9Y6Z7,Component,cytoplasm
Q9Y6Z7,Component,extracellular region
Q9Y6Z7,Component,extracellular space
Q9Y6Z7,Component,Golgi apparatus
Q9UP79,Component,collagen-containing extracellular matrix
Q9BWP8,Component,collagen trimer
Q9BWP8,Component,extracellular region
Q9BWP8,Component,extracellular space
Q99700,Component,cytoplasm
Q99700,Component,cytoplasmic stress granule
Q99700,Component,cytosol
Q99700,Component,Golgi apparatus
Q99700,Component,membrane
Q99700,Component,perinuclear region of cytoplasm
Q99700,Component,polysome
Q99700,Component,ribonucleoprotein complex
Q99700,Component,trans-Golgi network
Q13825,Component,mitochondrial matrix
Q13825,Component,mitochondrion
P54252,Component,cytoplasm
P54252,Component,cytosol
P54252,Component,mitochondrial matrix
P54252,Component,mitochondrial membrane
P54252,Component,nuclear inclusion body
P54252,Component,nuclear matrix
P54252,Component,nucleolus
P54252,Component,nucleoplasm
P54252,Component,nucleus
P54252,Component,plasma membrane
Q156A1,Component,nucleus
O14965,Component,axon hillock
O14965,Component,centriole
O14965,Component,centrosome
O14965,Component,chromosome passenger complex
O14965,Component,cilium
O14965,Component,"condensed nuclear chromosome, centromeric region"
O14965,Component,cytosol
O14965,Component,germinal vesicle
O14965,Component,meiotic spindle
O14965,Component,microtubule cytoskeleton
O14965,Component,midbody
O14965,Component,mitotic spindle pole
O14965,Component,nucleoplasm
O14965,Component,nucleus
O14965,Component,perinuclear region of cytoplasm
O14965,Component,pronucleus
O14965,Component,spindle
O14965,Component,spindle microtubule
O14965,Component,spindle midzone
O14965,Component,spindle pole centrosome
Q8WXX7,Component,cytoplasm
Q8WXX7,Component,cytoskeleton
Q8WXX7,Component,growth cone
Q8WXX7,Component,nucleus
O75061,Component,cytoplasm
O75061,Component,cytosol
O75061,Component,intracellular membrane-bounded organelle
O75061,Component,postsynaptic density
O75061,Component,presynapse
O75061,Component,vesicle
P01189,Component,cytoplasm
P01189,Component,extracellular region
P01189,Component,extracellular space
P01189,Component,peroxisomal matrix
P01189,Component,secretory granule
P01189,Component,secretory granule lumen
Q9Y215,Component,basement membrane
Q9Y215,Component,cell junction
Q9Y215,Component,collagen trimer
Q9Y215,Component,extracellular matrix
Q9Y215,Component,extracellular space
Q9Y215,Component,neuromuscular junction
Q9Y215,Component,plasma membrane
Q9Y215,Component,synaptic cleft
P04118,Component,extracellular region
P27037,Component,activin receptor complex
P27037,Component,cell surface
P27037,Component,cytoplasm
P27037,Component,inhibin-betaglycan-ActRII complex
P27037,Component,integral component of plasma membrane
P27037,Component,plasma membrane
P27037,Component,receptor complex
Q8N668,Component,Cul2-RING ubiquitin ligase complex
Q8N668,Component,cytoplasm
Q8N668,Component,cytosol
Q8N668,Component,early endosome
Q8N668,Component,endosome
Q8N668,Component,endosome membrane
Q8N668,Component,nucleoplasm
Q8N668,Component,nucleus
Q8N668,Component,recycling endosome
Q9P000,Component,cytosol
Q9P000,Component,extracellular region
Q9P000,Component,ficolin-1-rich granule lumen
Q9P000,Component,Golgi apparatus
Q9P000,Component,nucleus
Q9P000,Component,secretory granule lumen
Q9Y6G5,Component,cytoplasm
Q9Y6G5,Component,nucleus
Q96A70,Component,axon
Q96A70,Component,cis-Golgi network
Q96A70,Component,cytoplasm
Q96A70,Component,cytoplasmic vesicle
Q96A70,Component,cytosol
Q96A70,Component,dendrite
Q96A70,Component,endoplasmic reticulum-Golgi intermediate compartment membrane
Q96A70,Component,granular vesicle
Q96A70,Component,mitochondrion
Q96A70,Component,nucleus
Q96A70,Component,perikaryon
Q96A70,Component,perinuclear region of cytoplasm
Q96A70,Component,trans-Golgi network
Q96A70,Component,transport vesicle
P53618,Component,COPI vesicle coat
P53618,Component,cytosol
P53618,Component,endoplasmic reticulum membrane
P53618,Component,endoplasmic reticulum-Golgi intermediate compartment
P53618,Component,ficolin-1-rich granule membrane
P53618,Component,Golgi apparatus
P53618,Component,Golgi membrane
P53618,Component,Golgi-associated vesicle
P53618,Component,intracellular membrane-bounded organelle
P53618,Component,membrane
P53618,Component,plasma membrane
P53618,Component,secretory granule membrane
P53618,Component,tertiary granule membrane
P53618,Component,transport vesicle
P48444,Component,COPI vesicle coat
P48444,Component,COPI-coated vesicle
P48444,Component,cytosol
P48444,Component,endoplasmic reticulum membrane
P48444,Component,Golgi membrane
P48444,Component,membrane
P48444,Component,transport vesicle
O14579,Component,COPI vesicle coat
O14579,Component,cytosol
O14579,Component,endoplasmic reticulum membrane
O14579,Component,Golgi apparatus
O14579,Component,Golgi membrane
O14579,Component,nucleoplasm
O14579,Component,transport vesicle
Q9UBF2,Component,COPI vesicle coat
Q9UBF2,Component,cytosol
Q9UBF2,Component,endoplasmic reticulum
Q9UBF2,Component,endoplasmic reticulum membrane
Q9UBF2,Component,endoplasmic reticulum-Golgi intermediate compartment
Q9UBF2,Component,Golgi apparatus
Q9UBF2,Component,Golgi membrane
Q9UBF2,Component,membrane
Q9UBF2,Component,transport vesicle
Q96H96,Component,integral component of mitochondrial inner membrane
Q96H96,Component,mitochondrial inner membrane
